component_id,replacement_date,occurrence,category,subcategory,component,tracking,method,life_years,life_months,current_cost,future_cost,source_page,replacement_year
7,2083-07-01,16,Asphalt,Crack Repair,Asphalt Crack Seal,Logistical,Fixed,3,36,25000.0,136798.21,59,2083
8,2040-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,One Time,5,60,40000.0,61404.44,62,2040
9,2045-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,One Time,5,60,40000.0,71184.57,62,2045
10,2051-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,254994.3,61,2051
10,2081-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,618938.1,61,2081
11,2052-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,262644.13,61,2052
11,2082-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,637506.24,61,2082
12,2053-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,270523.46,61,2053
12,2083-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,656631.43,61,2083
13,2054-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,278639.16,61,2054
13,2084-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,676330.37,61,2084
14,2055-07-01,1,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,286998.33,61,2055
14,2085-07-01,2,Asphalt,Remove and Replace,Asphalt Remove and Replace,Logistical,Fixed,30,360,120000.0,696620.28,61,2085
15,2056-07-01,1,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,98536.09,62,2056
15,2061-07-01,2,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,114230.34,62,2061
15,2066-07-01,3,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,132424.27,62,2066
15,2071-07-01,4,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,153516.02,62,2071
15,2076-07-01,5,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,177967.15,62,2076
15,2081-07-01,6,Asphalt,Top Coat,Asphalt Seal Coat,Logistical,Fixed,5,60,40000.0,206312.7,62,2081
16,2026-07-01,1,Balconies-Decks-Stairways,Railings,Adding Walkway Railing,Logistical,Fixed,30,360,21000.0,21312.67,Maint Com Plan,2026
16,2056-07-01,2,Balconies-Decks-Stairways,Railings,Adding Walkway Railing,Logistical,Fixed,30,360,21000.0,51731.45,Maint Com Plan,2056
17,2026-07-01,1,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,15223.34,121,2026
17,2033-07-01,2,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,18722.78,121,2033
17,2040-07-01,3,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,23026.66,121,2040
17,2047-07-01,4,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,28319.89,121,2047
17,2054-07-01,5,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,34829.89,121,2054
17,2061-07-01,6,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,42836.38,121,2061
17,2068-07-01,7,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,52683.34,121,2068
17,2075-07-01,8,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,64793.86,121,2075
17,2082-07-01,9,Balconies-Decks-Stairways,Structural,Metal Stairway Flashing/Stringers,Logistical,Fixed,7,84,15000.0,79688.28,121,2082
18,2026-07-01,1,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,7611.67,148,2026
18,2034-07-01,2,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,9642.23,148,2034
18,2042-07-01,3,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,12214.49,148,2042
18,2050-07-01,4,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,15472.96,148,2050
18,2058-07-01,5,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,19600.68,148,2058
18,2066-07-01,6,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,24829.55,148,2066
18,2074-07-01,7,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,31453.33,148,2074
18,2082-07-01,8,Balconies-Decks-Stairways,Railings,Stairway/Balcony Railing,Logistical,Fixed,8,96,7500.0,39844.14,148,2082
19,2026-07-01,1,Balconies-Decks-Stairways,Structural,Stairway/Balcony Railing,Logistical,Fixed,20,240,57500.0,58356.13,64,2026
19,2046-07-01,2,Balconies-Decks-Stairways,Structural,Stairway/Balcony Railing,Logistical,Fixed,20,240,57500.0,105397.66,64,2046
19,2066-07-01,3,Balconies-Decks-Stairways,Structural,Stairway/Balcony Railing,Logistical,Fixed,20,240,57500.0,190359.89,64,2066
20,2027-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,60106.81,64,2027
20,2047-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,108559.59,64,2047
20,2067-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,196070.69,64,2067
21,2028-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,61910.01,64,2028
21,2048-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,111816.37,64,2048
21,2068-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,201952.81,64,2068
22,2028-07-01,1,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,3230.09,154,2028
22,2036-07-01,2,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,4091.78,154,2036
22,2044-07-01,3,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,5183.34,154,2044
22,2052-07-01,4,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,6566.1,154,2052
22,2060-07-01,5,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,8317.74,154,2060
22,2068-07-01,6,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,10536.67,154,2068
22,2076-07-01,7,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,13347.54,154,2076
22,2084-07-01,8,Balconies-Decks-Stairways,Railings,Walkway Railing,Logistical,Fixed,8,96,3000.0,16908.26,154,2084
23,2028-07-01,1,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,26917.4,156,2028
23,2033-07-01,2,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,31204.64,156,2033
23,2038-07-01,3,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,36174.73,156,2038
23,2043-07-01,4,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,41936.43,156,2043
23,2048-07-01,5,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,48615.81,156,2048
23,2053-07-01,6,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,56359.05,156,2053
23,2058-07-01,7,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,65335.59,156,2058
23,2063-07-01,8,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,75741.85,156,2063
23,2068-07-01,9,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,87805.57,156,2068
23,2073-07-01,10,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,101790.72,156,2073
23,2078-07-01,11,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,118003.34,156,2078
23,2083-07-01,12,Balconies-Decks-Stairways,Structural,Wood Balcony Walls,Logistical,Fixed,5,60,25000.0,136798.21,156,2083
24,2029-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,63767.32,64,2029
24,2049-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,115170.86,64,2049
24,2069-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,208011.39,64,2069
25,2030-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,65680.33,64,2030
25,2050-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,118625.99,64,2050
25,2070-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,214251.73,64,2070
26,2031-07-01,1,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,67650.74,64,2031
26,2051-07-01,2,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,122184.77,64,2051
26,2071-07-01,3,Balconies-Decks-Stairways,Structural,Balconies-Decks-Posts/Structural Supports,Logistical,Fixed,20,240,57500.0,220679.29,64,2071
27,2026-07-01,1,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,10148.89,102,2026
27,2029-07-01,2,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,11089.97,102,2029
27,2032-07-01,3,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,12118.31,102,2032
27,2035-07-01,4,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,13242.0,102,2035
27,2038-07-01,5,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,14469.89,102,2038
27,2041-07-01,6,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,15811.64,102,2041
27,2044-07-01,7,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,17277.81,102,2044
27,2047-07-01,8,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,18879.93,102,2047
27,2050-07-01,9,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,20630.61,102,2050
27,2053-07-01,10,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,22543.62,102,2053
27,2056-07-01,11,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,24634.02,102,2056
27,2059-07-01,12,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,26918.26,102,2059
27,2062-07-01,13,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,29414.31,102,2062
27,2065-07-01,14,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,32141.81,102,2065
27,2068-07-01,15,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,35122.23,102,2068
27,2071-07-01,16,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,38379.01,102,2071
27,2074-07-01,17,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,41937.78,102,2074
27,2077-07-01,18,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,45826.54,102,2077
27,2080-07-01,19,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,50075.9,102,2080
27,2083-07-01,20,Concrete,Major Repairs,Concrete Sidewalks-Stairs-Patios/Grinding-Repairs,Logistical,Fixed,3,36,10000.0,54719.29,102,2083
28,2026-07-01,1,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,5074.45,104,2026
28,2029-07-01,2,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,5544.98,104,2029
28,2032-07-01,3,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,6059.15,104,2032
28,2035-07-01,4,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,6621.0,104,2035
28,2038-07-01,5,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,7234.95,104,2038
28,2041-07-01,6,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,7905.82,104,2041
28,2044-07-01,7,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,8638.9,104,2044
28,2047-07-01,8,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,9439.96,104,2047
28,2050-07-01,9,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,10315.3,104,2050
28,2053-07-01,10,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,11271.81,104,2053
28,2056-07-01,11,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,12317.01,104,2056
28,2059-07-01,12,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,13459.13,104,2059
28,2062-07-01,13,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,14707.16,104,2062
28,2065-07-01,14,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,16070.91,104,2065
28,2068-07-01,15,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,17561.11,104,2068
28,2071-07-01,16,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,19189.5,104,2071
28,2074-07-01,17,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,20968.89,104,2074
28,2077-07-01,18,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,22913.27,104,2077
28,2080-07-01,19,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,25037.95,104,2080
28,2083-07-01,20,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,3,36,5000.0,27359.64,104,2083
29,2044-07-01,1,Concrete,Pool,Pool Area Concrete Deck,Logistical,Fixed,25,300,19104.0,33007.53,128,2044
29,2069-07-01,2,Concrete,Pool,Pool Area Concrete Deck,Logistical,Fixed,25,300,19104.0,69110.43,128,2069
30,2026-07-01,1,Doors-Windows,Renovation,Skylights,Logistical,One Time,30,360,6000.0,6089.33,Maint Com Plan,2026
31,2035-07-01,1,Doors-Windows,Renovation,Raise and Replace Windows,Logistical,One Time,30,360,17233.0,22819.94,Board Plan,2035
32,2036-07-01,1,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,6819.63,79,2036
32,2046-07-01,2,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,9165.01,79,2046
32,2056-07-01,3,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,12317.01,79,2056
32,2066-07-01,4,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,16553.03,79,2066
32,2076-07-01,5,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,10,120,5000.0,22245.89,79,2076
33,2036-07-01,1,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,1363.93,80,2036
33,2046-07-01,2,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,1833.0,80,2046
33,2056-07-01,3,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,2463.4,80,2056
33,2066-07-01,4,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,3310.61,80,2066
33,2076-07-01,5,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,10,120,1000.0,4449.18,80,2076
34,2036-07-01,1,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,4773.74,87,2036
34,2046-07-01,2,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,6415.51,87,2046
34,2056-07-01,3,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,8621.91,87,2056
34,2066-07-01,4,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,11587.12,87,2066
34,2076-07-01,5,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,10,120,3500.0,15572.13,87,2076
35,2036-07-01,1,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,5455.7,95,2036
35,2046-07-01,2,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,7332.01,95,2046
35,2056-07-01,3,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,9853.61,95,2056
35,2066-07-01,4,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,13242.43,95,2066
35,2076-07-01,5,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,10,120,4000.0,17796.71,95,2076
36,2036-07-01,1,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,6137.67,100,2036
36,2046-07-01,2,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,8248.51,100,2046
36,2056-07-01,3,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,11085.31,100,2056
36,2066-07-01,4,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,14897.73,100,2066
36,2076-07-01,5,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,10,120,4500.0,20021.3,100,2076
37,2028-07-01,1,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,3100.88,136,2028
37,2040-07-01,2,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,4421.12,136,2040
37,2052-07-01,3,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,6303.46,136,2052
37,2064-07-01,4,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,8987.23,136,2064
37,2076-07-01,5,Equipment,Pool,Pool Cover,Logistical,Fixed,12,144,2880.0,12813.63,136,2076
38,2028-07-01,1,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,3230.09,138,2028
38,2043-07-01,2,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,5032.37,138,2043
38,2058-07-01,3,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,7840.27,138,2058
38,2073-07-01,4,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,15,180,3000.0,12214.89,138,2073
39,2030-07-01,1,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,1713.4,139,2030
39,2037-07-01,2,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,2107.27,139,2037
39,2044-07-01,3,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,2591.67,139,2044
39,2051-07-01,4,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,3187.43,139,2051
39,2058-07-01,5,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,3920.14,139,2058
39,2065-07-01,6,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,4821.27,139,2065
39,2072-07-01,7,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,5929.56,139,2072
39,2079-07-01,8,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,7,84,1500.0,7292.61,139,2079
40,2031-07-01,1,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,1529.5,137,2031
40,2046-07-01,2,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,2382.9,137,2046
40,2061-07-01,3,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,3712.49,137,2061
40,2076-07-01,4,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,15,180,1300.0,5783.93,137,2076
41,2031-07-01,1,Equipment,Pool,Pool Rails-Ladder,Logistical,Fixed,15,180,750.0,882.4,141,2031
41,2046-07-01,2,Equipment,Pool,Pool Rails-Ladder,Logistical,Fixed,15,180,750.0,1374.75,141,2046
41,2061-07-01,3,Equipment,Pool,Pool Rails-Ladder,Logistical,Fixed,15,180,750.0,2141.82,141,2061
41,2076-07-01,4,Equipment,Pool,Pool Rails-Ladder,Logistical,Fixed,15,180,750.0,3336.88,141,2076
42,2031-07-01,1,Equipment,Pool,Pool Room Compressor,Logistical,Fixed,15,180,500.0,588.27,143,2031
42,2046-07-01,2,Equipment,Pool,Pool Room Compressor,Logistical,Fixed,15,180,500.0,916.5,143,2046
42,2061-07-01,3,Equipment,Pool,Pool Room Compressor,Logistical,Fixed,15,180,500.0,1427.88,143,2061
42,2076-07-01,4,Equipment,Pool,Pool Room Compressor,Logistical,Fixed,15,180,500.0,2224.59,143,2076
43,2032-07-01,1,Equipment,Pool,Pool Pump Hayward,Logistical,Fixed,15,180,750.0,908.87,140,2032
43,2047-07-01,2,Equipment,Pool,Pool Pump Hayward,Logistical,Fixed,15,180,750.0,1415.99,140,2047
43,2062-07-01,3,Equipment,Pool,Pool Pump Hayward,Logistical,Fixed,15,180,750.0,2206.07,140,2062
43,2077-07-01,4,Equipment,Pool,Pool Pump Hayward,Logistical,Fixed,15,180,750.0,3436.99,140,2077
44,2036-07-01,1,Equipment,Mail,Mail Boxes,Logistical,Fixed,25,300,10000.0,13639.26,120,2036
44,2061-07-01,2,Equipment,Mail,Mail Boxes,Logistical,Fixed,25,300,10000.0,28557.58,120,2061
45,2036-07-01,1,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,3409.82,134,2036
