component_id,category,subcategory,component,tracking,method,cost,cost_units,quantity,quantity_units,life_years,life_months,life_display,remaining_life,remaining_life_months,remaining_life_display,service_date,current_cost,replacement_date,future_cost,source_page
28,Concrete,Major Repairs,Curbs-Gutters,Logistical,Adjusted,5000.0,Allow,1,Allow,3,36,3:00,0:06,6,0:06,2022-07-01,5000.0,2025-07-01,5074.45,104
29,Concrete,Pool,Pool Area Concrete Deck,Logistical,One Time,12.0,$/SF,1592,SF,25,300,25:00,18:06,222,18:06,,19104.0,2043-07-01,33007.53,128
30,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,5:06,66,5:06,2005-07-01,23000.0,2030-07-01,27060.3,153
31,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,6:06,78,6:06,2006-07-01,23000.0,2031-07-01,27872.11,153
32,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,7:06,90,7:06,2007-07-01,23000.0,2032-07-01,28708.27,153
33,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,8:06,102,8:06,2008-07-01,23000.0,2033-07-01,29569.52,153
34,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,9:06,114,9:06,2009-07-01,23000.0,2034-07-01,30456.6,153
35,Doors-Windows,Entry Unit,Unit Front and Screen Doors,Logistical,Fixed,1000.0,Each,23,Each,25,300,25:00,10:06,126,10:06,2010-07-01,23000.0,2035-07-01,31370.3,153
36,Doors-Windows,Raised Panel,Clubhouse Bathroom/Interior Doors,Logistical,Fixed,5000.0,Allow,1,Allow,10,120,10:00,7:06,90,7:06,2022-07-01,5000.0,2032-07-01,6240.93,79
37,Doors-Windows,Renovation,Clubhouse/Fitness Windows,Logistical,Fixed,4500.0,Allow,1,Allow,7,84,7:00,2:06,30,2:06,2020-07-01,4500.0,2027-07-01,4845.13,100
38,Doors-Windows,Sliders,Clubhouse Sliding Glass Doors,Logistical,Fixed,4000.0,Allow,1,Allow,10,120,10:00,5:06,66,5:06,2020-07-01,4000.0,2030-07-01,4706.14,95
39,Doors-Windows,Window Treatment,Clubhouse Blinds,Logistical,Fixed,2000.0,Allow,1,Allow,7,84,7:00,4:06,54,4:06,2022-07-01,2000.0,2029-07-01,2284.53,80
40,Doors-Windows,Wood and Metal,Clubhouse Glass Doors,Logistical,Fixed,3500.0,Allow,1,Allow,10,120,10:00,3:06,42,3:06,2018-07-01,3500.0,2028-07-01,3881.49,87
41,Equipment,Audio Visual,"Clubhouse 50"" TV",Logistical,Fixed,450.0,Each,1,Each,10,120,10:00,3:06,42,3:06,2018-07-01,450.0,2028-07-01,499.05,74
42,Equipment,Fitness Machines,Fitness Center Equipment,Logistical,Fixed,7500.0,Allow,1,Allow,7,84,7:00,2:06,30,2:06,2020-07-01,7500.0,2027-07-01,8075.22,110
43,Equipment,HVAC,Sauna Heater,Logistical,Fixed,250.0,Each,1,Each,15,180,15:00,2:06,30,2:06,2012-07-01,250.0,2027-07-01,269.17,144
44,Equipment,Mail,Mail Boxes,Logistical,Fixed,10000.0,Job,1,Job,25,300,25:00,10:06,126,10:06,2010-07-01,10000.0,2035-07-01,13639.26,120
45,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,2500.0,Job,1,Job,15,180,15:00,10:06,126,10:06,2020-07-01,2500.0,2035-07-01,3409.82,134
46,Equipment,Pool,Pool Cover,Logistical,Fixed,4.0,$/SF,720,SF,12,144,12:00,2:06,30,2:06,2015-07-01,2880.0,2027-07-01,3100.88,136
47,Equipment,Pool,Pool Filter Hayward,Logistical,Fixed,1300.0,Each,1,Each,15,180,15:00,5:06,66,5:06,2015-07-01,1300.0,2030-07-01,1529.5,137
48,Equipment,Pool,Pool Heater Raypak,Logistical,Fixed,3000.0,Each,1,Each,15,180,15:00,2:06,30,2:06,2012-07-01,3000.0,2027-07-01,3230.09,138
49,Equipment,Pool,Pool Misc Pipes Valves,Logistical,Fixed,1500.0,Allow,1,Allow,7,84,7:00,4:06,54,4:06,2022-07-01,1500.0,2029-07-01,1713.4,139
50,Equipment,Pool,Pool Pump Hayward,Logistical,Fixed,750.0,Each,1,Each,15,180,15:00,6:06,78,6:06,2016-07-01,750.0,2031-07-01,908.87,140
51,Equipment,Pool,Pool Rails-Ladder,Logistical,Fixed,250.0,Each,3,Each,15,180,15:00,5:06,66,5:06,2015-07-01,750.0,2030-07-01,882.4,141
52,Equipment,Pool,Pool Room Compressor,Logistical,Fixed,500.0,Each,1,Each,15,180,15:00,5:06,66,5:06,2015-07-01,500.0,2030-07-01,588.27,143
53,Exterior Furniture,Patio,Pool Chairs-Tables-Chaise Lounge,Logistical,Fixed,1750.0,Allow,1,Allow,4,48,4:00,1:06,18,1:06,2022-07-01,1750.0,2026-07-01,1829.34,133
54,Exterior Surfaces,Pool,Pool Coping,Logistical,Fixed,35.0,$/LF,120,LF,20,240,20:00,10:06,126,10:06,2015-07-01,4200.0,2035-07-01,5728.49,135
55,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,5:06,66,5:06,2000-07-01,150000.0,2030-07-01,176480.2,157
56,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,6:06,78,6:06,2001-07-01,150000.0,2031-07-01,181774.61,157
57,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,7:06,90,7:06,2002-07-01,150000.0,2032-07-01,187227.85,157
58,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,8:06,102,8:06,2003-07-01,150000.0,2033-07-01,192844.68,157
59,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,9:06,114,9:06,2004-07-01,150000.0,2034-07-01,198630.02,157
60,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,10:06,126,10:06,2005-07-01,150000.0,2035-07-01,204588.92,157
61,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,11:06,138,11:06,2006-07-01,150000.0,2036-07-01,210726.59,157
62,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,12:06,150,12:06,2007-07-01,150000.0,2037-07-01,217048.39,157
63,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,13:06,162,13:06,2008-07-01,150000.0,2038-07-01,223559.84,157
64,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,12.0,$/SF,12500,SF,30,360,30:00,14:06,174,14:06,2009-07-01,150000.0,2039-07-01,230266.64,157
65,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,10000.0,Allow,1,Allow,8,96,8:00,1:06,18,1:06,2018-07-01,10000.0,2026-07-01,10453.36,108
66,Exterior Surfaces,Siding,Clubhouse Siding,Logistical,Fixed,12.0,$/SF,7500,SF,30,360,30:00,5:06,66,5:06,2000-07-01,90000.0,2030-07-01,105888.12,94
67,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,5000.0,Allow,1,Allow,10,120,10:00,7:06,90,7:06,2022-07-01,5000.0,2032-07-01,6240.93,103
68,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,10000.0,Allow,1,Allow,7,84,7:00,4:06,54,4:06,2022-07-01,10000.0,2029-07-01,11422.67,149
69,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,0:06,6,0:06,2005-07-01,57500.0,2025-07-01,58356.13,71
70,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,1:06,18,1:06,2006-07-01,57500.0,2026-07-01,60106.81,71
71,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,2:06,30,2:06,2007-07-01,57500.0,2027-07-01,61910.01,71
72,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,3:06,42,3:06,2008-07-01,57500.0,2028-07-01,63767.32,71
73,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,4:06,54,4:06,2009-07-01,57500.0,2029-07-01,65680.33,71
74,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,2500.0,Each,23,Each,20,240,20:00,5:06,66,5:06,2010-07-01,57500.0,2030-07-01,67650.74,71
75,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,2500.0,Allow,1,Allow,10,120,10:00,3:06,42,3:06,2018-07-01,2500.0,2028-07-01,2772.49,70
76,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,2500.0,Allow,1,Allow,3,36,3:00,0:06,6,0:06,2022-07-01,2500.0,2025-07-01,2537.22,101
77,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,2500.0,Allow,1,Allow,5,60,5:00,0:06,6,0:06,2020-07-01,2500.0,2025-07-01,2537.22,132
78,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,1500.0,Allow,1,Allow,5,60,5:00,2:06,30,2:06,2022-07-01,1500.0,2027-07-01,1615.04,147
79,Fences-Walls-Gates,Metal,Pool Area Metal Rail Fence-Gate,Logistical,Fixed,75.0,$/LF,200,LF,25,300,25:00,10:06,126,10:06,2010-07-01,15000.0,2035-07-01,20458.89,129
80,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5000.0,Allow,1,Allow,5,60,5:00,3:06,42,3:06,2023-07-01,5000.0,2028-07-01,5544.98,158
81,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5000.0,Allow,1,Allow,5,60,5:00,3:06,42,3:06,2023-07-01,5000.0,2028-07-01,5544.98,73
82,Fire Safety,Extinguishers,Fire Extinguishers,Logistical,Fixed,2000.0,Allow,1,Allow,5,60,5:00,0:06,6,0:06,2020-07-01,2000.0,2025-07-01,2029.78,109
83,Fire Safety,Interior Cleaning,Chimney Cleaning,Logistical,Fixed,200.0,Each,138,Each,3,36,3:00,0:06,6,0:06,2022-07-01,27600.0,2025-07-01,28010.94,72
84,Fire Safety,Interior Cleaning,Dryer Vent Cleaning,Logistical,Fixed,200.0,Each,138,Each,3,36,3:00,0:06,6,0:06,2022-07-01,27600.0,2025-07-01,28010.94,106
85,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,9.0,$/SF,4000,SF,12,144,12:00,9:06,114,9:06,2022-07-01,36000.0,2034-07-01,47671.21,81
86,Flooring,Tile,Clubhouse Tile Floor,Logistical,Fixed,16.0,$/SF,1000,SF,20,240,20:00,5:06,66,5:06,2010-07-01,16000.0,2030-07-01,18824.55,99
87,Flooring,Tile,Pool Area Tile Exterior,Logistical,Fixed,16.0,$/SF,400,SF,20,240,20:00,5:06,66,5:06,2010-07-01,6400.0,2030-07-01,7529.82,131
88,HVAC,Equipment,Clubhouse Furnace,Logistical,Fixed,1200.0,Each,3,Each,15,180,15:00,5:06,66,5:06,2015-07-01,3600.0,2030-07-01,4235.52,86
89,HVAC,Gas,Clubhouse Fireplace,Logistical,Fixed,1000.0,Job,1,Job,20,240,20:00,5:06,66,5:06,2010-07-01,1000.0,2030-07-01,1176.53,84
90,Interior Furniture,Bar Service,Clubhouse Barstools,Logistical,Fixed,350.0,Each,3,Each,15,180,15:00,5:06,66,5:06,2015-07-01,1050.0,2030-07-01,1235.36,77
91,Interior Furniture,Metal Folding,Clubhouse Folding Tables-Chairs,Logistical,Fixed,1500.0,Allow,1,Allow,5,60,5:00,2:06,30,2:06,2022-07-01,1500.0,2027-07-01,1615.04,85
92,Interior Furniture,Upholstered,Clubhouse Sofa-Chairs,Logistical,Fixed,5000.0,Allow,1,Allow,12,144,12:00,2:06,30,2:06,2015-07-01,5000.0,2027-07-01,5383.48,96
93,Interior Furniture,Wood Upholstered,Clubhouse Table and Chairs,Logistical,Fixed,1600.0,Each,3,Each,20,240,20:00,5:06,66,5:06,2010-07-01,4800.0,2030-07-01,5647.37,98
94,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,1000.0,Allow,1,Allow,3,36,3:00,0:06,6,0:06,2022-07-01,1000.0,2025-07-01,1014.89,115
95,Landscape,Fire Safety,Tree Removal-Major Trimming,Logistical,Fixed,8000.0,Allow,1,Allow,1,12,1:00,0:06,6,0:06,2024-07-01,8000.0,2025-07-01,8119.11,151
96,Landscape,Irrigation,Irrigation Control Valves-Sprinkers-Timers,Logistical,Fixed,2500.0,Allow,1,Allow,3,36,3:00,0:06,6,0:06,2022-07-01,2500.0,2025-07-01,2537.22,114
97,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,2500.0,Allow,1,Allow,3,36,3:00,0:06,6,0:06,2022-07-01,2500.0,2025-07-01,2537.22,116
98,Landscape,Renovation,Landscape Rock,Logistical,Fixed,2500.0,Allow,1,Allow,8,96,8:00,5:06,66,5:06,2022-07-01,2500.0,2030-07-01,2941.34,117
99,Lighting,Carport,Carport Flood Lights,Logistical,Fixed,1500.0,Allow,1,Allow,4,48,4:00,0:06,6,0:06,2021-07-01,1500.0,2025-07-01,1522.33,66
100,Lighting,Emergency,Clubhouse Emergency Lighting,Logistical,Fixed,1500.0,Allow,1,Allow,5,60,5:00,0:06,6,0:06,2020-07-01,1500.0,2025-07-01,1522.33,83
101,Lighting,Exterior,Exterior Globe Wall Lighting,Logistical,Fixed,2000.0,Allow,1,Allow,12,144,12:00,5:06,66,5:06,2018-07-01,2000.0,2030-07-01,2353.07,107
102,Lighting,Exterior,Pool Area Cage Lights Lights,Logistical,Fixed,175.0,Each,6,Each,20,240,20:00,5:06,66,5:06,2010-07-01,1050.0,2030-07-01,1235.36,127
103,Lighting,Flourescent,Carport Flourescent Lights,Logistical,Fixed,2000.0,Allow,1,Allow,7,84,7:00,3:06,42,3:06,2021-07-01,2000.0,2028-07-01,2217.99,67
104,Lighting,HVAC,Clubhouse Ceiling Fans,Logistical,Fixed,1500.0,Allow,1,Allow,10,120,10:00,0:06,6,0:06,2015-07-01,1500.0,2025-07-01,1522.33,82
105,Lighting,Interior,Clubhouse Interior Lighting,Logistical,Fixed,3500.0,Allow,1,Allow,7,84,7:00,2:06,30,2:06,2020-07-01,3500.0,2027-07-01,3768.44,89
106,Lighting,Pole Lights,Pole Globe Lights,Logistical,Fixed,5000.0,Allow,1,Allow,7,84,7:00,2:06,30,2:06,2020-07-01,5000.0,2027-07-01,5383.48,126
107,Lighting,Sconces,Lighting Exterior Sconces,Logistical,Fixed,3000.0,Allow,1,Allow,8,96,8:00,3:06,42,3:06,2020-07-01,3000.0,2028-07-01,3326.99,119
108,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,0:06,6,0:06,2015-07-01,100000.0,2025-07-01,101488.92,124
109,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,1:06,18,1:06,2016-07-01,100000.0,2026-07-01,104533.58,124
110,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,2:06,30,2:06,2017-07-01,100000.0,2027-07-01,107669.59,124
111,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,3:06,42,3:06,2018-07-01,100000.0,2028-07-01,110899.68,124
112,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,4:06,54,4:06,2019-07-01,100000.0,2029-07-01,114226.67,124
113,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,5:06,66,5:06,2020-07-01,100000.0,2030-07-01,117653.47,124
114,Painting,Exterior,Painting Unit Buildings-Clubhouse-Exterior,Logistical,Fixed,4.0,$/SF,25000,SF,10,120,10:00,6:06,78,6:06,2021-07-01,100000.0,2031-07-01,121183.07,124
115,Painting,Exterior Metal,Pool Area Metal Rail Fence-Gate-Painting,Logistical,Fixed,15.0,$/LF,200,LF,10,120,10:00,0:06,6,0:06,2015-07-01,3000.0,2025-07-01,3044.67,130
116,Painting,Interior,Clubhouse Interior Painting,Logistical,Fixed,1.75,$/SF,20000,SF,12,144,12:00,1:06,18,1:06,2014-07-01,35000.0,2026-07-01,36586.75,90
117,Painting,Parking,Parking Striping-Curb Painting,Logistical,Fixed,5000.0,Allow,1,Allow,7,84,7:00,3:06,42,3:06,2021-07-01,5000.0,2028-07-01,5544.98,125
118,Plumbing,Equipment,Clubhouse Hot Water Heaters-Expansion,Logistical,Fixed,1200.0,Each,2,Each,12,144,12:00,9:06,114,9:06,2022-07-01,2400.0,2034-07-01,3178.08,88
119,Plumbing,Sanitation,Sewer Lateral Lines-Cleanouts,Logistical,Fixed,5000.0,Allow,1,Allow,5,60,5:00,1:06,18,1:06,2021-07-01,5000.0,2026-07-01,5226.68,146
120,Renovation,Bar Service,Clubhouse Bar Remodel,Logistical,Fixed,5000.0,Job,1,Job,20,240,20:00,5:06,66,5:06,2010-07-01,5000.0,2030-07-01,5882.67,76
121,Renovation,Bathrooms,Clubhouse Bathroom Remodel,Logistical,Fixed,6000.0,Each,2,Each,20,240,20:00,5:06,66,5:06,2010-07-01,12000.0,2030-07-01,14118.42,78
122,Renovation,Kitchenette,Fitness Room Kitchenette Remodel,Logistical,Fixed,3500.0,Allow,1,Allow,20,240,20:00,5:06,66,5:06,2010-07-01,3500.0,2030-07-01,4117.87,111
123,Renovation,Laundry,Laundry Room Remodel,Logistical,Fixed,3500.0,Allow,1,Allow,20,240,20:00,5:06,66,5:06,2010-07-01,3500.0,2030-07-01,4117.87,118
124,Renovation,Plaster,Pool Resurface,Logistical,Fixed,12.0,$/SF,1200,SF,15,180,15:00,13:06,162,13:06,2023-07-01,14400.0,2038-07-01,21461.74,142
125,Renovation,Shop,Clubhouse Maintenance Shop Remodel,Logistical,Fixed,2500.0,Allow,1,Allow,10,120,10:00,3:06,42,3:06,2018-07-01,2500.0,2028-07-01,2772.49,91
126,Renovation,Shower Room,Clubhouse Pool Room-Shower Remodel,Logistical,Fixed,5000.0,Allow,1,Allow,20,240,20:00,5:06,66,5:06,2010-07-01,5000.0,2030-07-01,5882.67,92
127,Renovation,Wood,Sauna Remodel,Logistical,Fixed,2500.0,Job,1,Job,20,240,20:00,5:06,66,5:06,2010-07-01,2500.0,2030-07-01,2941.34,145
128,Roofing,Drainage,Gutters-Downspouts,Logistical,Fixed,5000.0,Allow,1,Allow,5,60,5:00,0:06,6,0:06,2020-07-01,5000.0,2025-07-01,5074.45,113
129,Roofing,Elastomeric,Garage Flat Roof,Logistical,Fixed,6000.0,SF,13,SF,25,300,25:00,10:06,126,10:06,2010-07-01,78000.0,2035-07-01,106386.24,112
130,Roofing,Metal,Carport Roofs,Logistical,Fixed,12.0,$/SF,4280,SF,25,300,25:00,5:06,66,5:06,2005-07-01,51360.0,2030-07-01,60426.82,68
131,Roofing,Metal,Carport Roofs,Logistical,Fixed,12.0,$/SF,4280,SF,25,300,25:00,6:06,78,6:06,2006-07-01,51360.0,2031-07-01,62239.63,68
132,Roofing,Metal,Carport Roofs,Logistical,Fixed,12.0,$/SF,4280,SF,25,300,25:00,7:06,90,7:06,2007-07-01,51360.0,2032-07-01,64106.81,68
133,Roofing,Metal,Carport Roofs,Logistical,Fixed,12.0,$/SF,4280,SF,25,300,25:00,8:06,102,8:06,2008-07-01,51360.0,2033-07-01,66030.02,68
134,Roofing,Metal,Carport Roofs,Logistical,Fixed,12.0,$/SF,4280,SF,25,300,25:00,9:06,114,9:06,2009-07-01,51360.0,2034-07-01,68010.92,68
135,Roofing,Shingle,Clubhouse Roof,Logistical,Fixed,12.0,$/SF,4500,SF,25,300,25:00,2:06,30,2:06,2002-07-01,54000.0,2027-07-01,58141.58,93
136,Roofing,Shingle,Unit Building Shingle Roofs,Logistical,Fixed,12.0,$/SF,20000,SF,30,360,30:00,0:06,6,0:06,1995-07-01,240000.0,2025-07-01,243573.4,152
137,Roofing,Shingle,Unit Building Shingle Roofs,Logistical,Fixed,12.0,$/SF,20000,SF,30,360,30:00,1:06,18,1:06,1996-07-01,240000.0,2026-07-01,250880.6,152
138,Roofing,Shingle,Unit Building Shingle Roofs,Logistical,Fixed,12.0,$/SF,20000,SF,30,360,30:00,2:06,30,2:06,1997-07-01,240000.0,2027-07-01,258407.02,152
139,Roofing,Shingle,Unit Building Shingle Roofs,Logistical,Fixed,12.0,$/SF,20000,SF,30,360,30:00,3:06,42,3:06,1998-07-01,240000.0,2028-07-01,266159.23,152
140,Roofing,Shingle,Unit Building Shingle Roofs,Logistical,Fixed,12.0,$/SF,20000,SF,30,360,30:00,4:06,54,4:06,1999-07-01,240000.0,2029-07-01,274144.0,152
141,Signage,Misc,Misc and Parking Signs,Logistical,Fixed,1000.0,Allow,1,Allow,5,60,5:00,3:06,42,3:06,2023-07-01,1000.0,2028-07-01,1109.0,122
142,Signage,Monument,Monument Sign/Wall,Logistical,Fixed,2000.0,Allow,1,Allow,15,180,15:00,5:06,66,5:06,2015-07-01,2000.0,2030-07-01,2353.07,123
143,Signage,Numbers,Building Signs/Numbers,Logistical,Fixed,2000.0,Allow,1,Allow,5,60,5:00,0:06,6,0:06,2020-07-01,2000.0,2025-07-01,2029.78,65
